round_id,hand_number,player_cards,dealer_cards,actions,bet_amount,final_result,blackjack,busted,strategy_used,bet_mode,true_count_prev_round,running_count_end,true_count_end,cards_remaining,decks_remaining
1,1,"4,7,10","A,J","double,stand",20.0,push,False,False,random-dfs,fixed,0.0,-2.0,-0.006,308,5.923
1,1,"4,7,10","A,J","hit,stand",10.0,push,False,False,random-dfs,fixed,0.0,-2.0,-0.006,308,5.923
1,1,"4,7","A,J",stand,10.0,lose,False,False,random-dfs,fixed,0.0,-1.0,-0.003,308,5.923
2,1,"10,10,K","3,A,8,9","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.169,-3.0,-0.01,304,5.846
2,1,"10,10,K","3,A,8,9",hit,10.0,lose,False,True,random-dfs,fixed,-0.169,-3.0,-0.01,304,5.846
2,1,"10,10","3,A,K,8",stand,10.0,win,False,False,random-dfs,fixed,-0.169,-3.0,-0.01,304,5.846
3,1,"K,8,J","9,4,3,4",hit,10.0,lose,False,True,random-dfs,fixed,-0.513,1.0,0.003,300,5.769
3,1,"K,8","9,4,J",stand,10.0,win,False,False,random-dfs,fixed,-0.513,-1.0,-0.003,300,5.769
3,1,"K,8,J","9,4,3,4","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.513,1.0,0.003,300,5.769
4,1,"J,3","4,7,4,9",stand,10.0,win,False,False,random-dfs,fixed,-0.52,2.0,0.006,296,5.692
4,1,"J,3,4","4,7,9","double,stand",20.0,lose,False,False,random-dfs,fixed,-0.52,2.0,0.006,296,5.692
4,1,"J,3,4,9","4,7,4,2","hit,hit",10.0,lose,False,True,random-dfs,fixed,-0.52,4.0,0.013,296,5.692
4,1,"J,3,4","4,7,9","hit,stand",10.0,lose,False,False,random-dfs,fixed,-0.52,2.0,0.006,296,5.692
5,1,"4,9","4,2,8,8",stand,10.0,win,False,False,random-dfs,fixed,-0.351,3.0,0.01,292,5.615
5,1,"4,9,8","4,2,8,8","double,stand",20.0,win,False,False,random-dfs,fixed,-0.351,3.0,0.01,292,5.615
5,1,"4,9,8","4,2,8,8","hit,stand",10.0,win,False,False,random-dfs,fixed,-0.351,3.0,0.01,292,5.615
6,1,"8,8,6","8,2,Q","double,stand",20.0,lose,False,True,random-dfs,fixed,0.178,1.0,0.003,288,5.538
6,1,"8,8,6","8,2,Q",hit,10.0,lose,False,True,random-dfs,fixed,0.178,1.0,0.003,288,5.538
6,1,"8,8","8,2,6,Q",stand,10.0,win,False,False,random-dfs,fixed,0.178,1.0,0.003,288,5.538
7,1,"6,Q","2,Q,6",stand,10.0,lose,False,False,random-dfs,fixed,0.361,1.0,0.003,284,5.462
7,1,"6,Q,6","2,Q,7","double,stand",20.0,lose,False,True,random-dfs,fixed,0.361,1.0,0.003,284,5.462
7,1,"6,Q,6","2,Q,7",hit,10.0,lose,False,True,random-dfs,fixed,0.361,1.0,0.003,284,5.462
8,1,"6,7","8,9",stand,10.0,lose,False,False,random-dfs,fixed,0.366,1.0,0.003,280,5.385
8,1,"6,7,2","8,9","double,stand",20.0,lose,False,False,random-dfs,fixed,0.366,2.0,0.006,280,5.385
8,1,"6,7,2","8,9","hit,stand",10.0,lose,False,False,random-dfs,fixed,0.366,2.0,0.006,280,5.385
8,1,"6,7,2,3,J","8,9","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,0.366,2.0,0.006,280,5.385
8,1,"6,7,2,3","8,9","hit,hit,stand",10.0,win,False,False,random-dfs,fixed,0.366,3.0,0.01,280,5.385
9,1,"2,3","J,10",stand,10.0,lose,False,False,random-dfs,fixed,0.557,0.0,0.0,276,5.308
9,1,"2,3,J","J,10","double,stand",20.0,lose,False,False,random-dfs,fixed,0.557,-1.0,-0.003,276,5.308
9,1,"2,3,J,4","J,10","hit,hit,stand",10.0,lose,False,False,random-dfs,fixed,0.557,0.0,0.0,276,5.308
9,1,"2,3,J,4,8","J,10","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,0.557,0.0,0.0,276,5.308
9,1,"2,3,J","J,10","hit,stand",10.0,lose,False,False,random-dfs,fixed,0.557,-1.0,-0.003,276,5.308
10,1,"J,4","8,5,2,Q",stand,10.0,win,False,False,random-dfs,fixed,0.565,1.0,0.003,272,5.231
10,1,"J,4,2","8,5,Q","hit,stand",10.0,win,False,False,random-dfs,fixed,0.565,1.0,0.003,272,5.231
10,1,"J,4,2,Q","8,5,4","hit,hit",10.0,lose,False,True,random-dfs,fixed,0.565,2.0,0.006,272,5.231
10,1,"J,4,2","8,5,Q","double,stand",20.0,win,False,False,random-dfs,fixed,0.565,1.0,0.003,272,5.231
11,1,"2,Q,Q","4,10,10","double,stand",20.0,lose,False,True,random-dfs,fixed,0.765,-2.0,-0.006,268,5.154
11,1,"2,Q,Q","4,10,10",hit,10.0,lose,False,True,random-dfs,fixed,0.765,-2.0,-0.006,268,5.154
11,1,"2,Q","4,10,Q",stand,10.0,win,False,False,random-dfs,fixed,0.765,-1.0,-0.003,268,5.154
12,1,"Q,10","5,5,3,7",stand,10.0,push,False,False,random-dfs,fixed,0.776,1.0,0.003,264,5.077
12,1,"Q,10,3","5,5,7","double,stand",20.0,lose,False,True,random-dfs,fixed,0.776,1.0,0.003,264,5.077
12,1,"Q,10,3","5,5,7",hit,10.0,lose,False,True,random-dfs,fixed,0.776,1.0,0.003,264,5.077
13,1,"3,7","A,Q",stand,10.0,lose,False,False,random-dfs,fixed,0.788,-1.0,-0.003,260,5.0
13,1,"3,7,6","A,Q","hit,stand",10.0,lose,False,False,random-dfs,fixed,0.788,0.0,0.0,260,5.0
13,1,"3,7,6,4,6","A,Q","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,0.788,2.0,0.006,260,5.0
13,1,"3,7,6,4","A,Q","hit,hit,stand",10.0,lose,False,False,random-dfs,fixed,0.788,1.0,0.003,260,5.0
13,1,"3,7,6","A,Q","double,stand",20.0,lose,False,False,random-dfs,fixed,0.788,0.0,0.0,260,5.0
14,1,"6,4,Q","6,10,5","hit,stand",10.0,lose,False,False,random-dfs,fixed,0.6,2.0,0.006,256,4.923
14,1,"6,4,Q,5","6,10,K","hit,hit",10.0,lose,False,True,random-dfs,fixed,0.6,1.0,0.003,256,4.923
14,1,"6,4","6,10,Q",stand,10.0,win,False,False,random-dfs,fixed,0.6,1.0,0.003,256,4.923
14,1,"6,4,Q","6,10,5","double,stand",20.0,lose,False,False,random-dfs,fixed,0.6,2.0,0.006,256,4.923
15,1,"Q,5,K","K,7",hit,10.0,lose,False,True,random-dfs,fixed,1.016,-2.0,-0.006,252,4.846
15,1,"Q,5","K,7",stand,10.0,lose,False,False,random-dfs,fixed,1.016,-1.0,-0.003,252,4.846
15,1,"Q,5,K","K,7","double,stand",20.0,lose,False,True,random-dfs,fixed,1.016,-2.0,-0.006,252,4.846
16,1,"K,K,10","Q,7",hit,10.0,lose,False,True,random-dfs,fixed,0.825,-4.0,-0.013,248,4.769
16,1,"K,K","Q,7",stand,10.0,win,False,False,random-dfs,fixed,0.825,-3.0,-0.01,248,4.769
16,1,"K,K,10","Q,7","double,stand",20.0,lose,False,True,random-dfs,fixed,0.825,-4.0,-0.013,248,4.769
17,1,"10,8,8","J,A",hit,10.0,lose,False,True,random-dfs,fixed,0.21,-3.0,-0.01,244,4.692
17,1,"10,8,8","J,A","double,stand",20.0,lose,False,True,random-dfs,fixed,0.21,-3.0,-0.01,244,4.692
17,1,"10,8","J,A",stand,10.0,lose,False,False,random-dfs,fixed,0.21,-3.0,-0.01,244,4.692
18,1,"8,8,9","8,Q","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.426,-1.0,-0.003,240,4.615
18,1,"8,8,9","8,Q",hit,10.0,lose,False,True,random-dfs,fixed,-0.426,-1.0,-0.003,240,4.615
18,1,"8,8","8,Q",stand,10.0,lose,False,False,random-dfs,fixed,-0.426,-1.0,-0.003,240,4.615
19,1,"9,3","3,4,5,K",stand,10.0,win,False,False,random-dfs,fixed,-0.65,3.0,0.01,236,4.538
19,1,"9,3,5","3,4,K","double,stand",20.0,push,False,False,random-dfs,fixed,-0.65,3.0,0.01,236,4.538
19,1,"9,3,5,K","3,4,Q","hit,hit",10.0,lose,False,True,random-dfs,fixed,-0.65,2.0,0.006,236,4.538
19,1,"9,3,5","3,4,K","hit,stand",10.0,push,False,False,random-dfs,fixed,-0.65,3.0,0.01,236,4.538
20,1,"5,K,10","Q,2,10","double,stand",20.0,lose,False,True,random-dfs,fixed,0.0,-2.0,-0.006,232,4.462
20,1,"5,K,10","Q,2,10",hit,10.0,lose,False,True,random-dfs,fixed,0.0,-2.0,-0.006,232,4.462
20,1,"5,K","Q,2,10",stand,10.0,win,False,False,random-dfs,fixed,0.0,-1.0,-0.003,232,4.462
21,1,"10,10","9,9",stand,10.0,win,False,False,random-dfs,fixed,0.0,-2.0,-0.006,228,4.385
21,1,"10,10,9","9,9","double,stand",20.0,lose,False,True,random-dfs,fixed,0.0,-2.0,-0.006,228,4.385
21,1,"10,10,9","9,9",hit,10.0,lose,False,True,random-dfs,fixed,0.0,-2.0,-0.006,228,4.385
22,1,"9,5,10","K,8",hit,10.0,lose,False,True,random-dfs,fixed,-0.456,-1.0,-0.003,224,4.308
22,1,"9,5,10","K,8","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.456,-1.0,-0.003,224,4.308
22,1,"9,5","K,8",stand,10.0,lose,False,False,random-dfs,fixed,-0.456,0.0,0.0,224,4.308
23,1,"10,J","5,6,6",stand,10.0,win,False,False,random-dfs,fixed,-0.464,1.0,0.003,220,4.231
23,1,"10,J,6","5,6,2,7",hit,10.0,lose,False,True,random-dfs,fixed,-0.464,2.0,0.006,220,4.231
23,1,"10,J,6","5,6,2,7","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.464,2.0,0.006,220,4.231
24,1,"6,2","7,9,10",stand,10.0,win,False,False,random-dfs,fixed,-0.473,1.0,0.003,216,4.154
24,1,"6,2,10,3","7,9,J","hit,hit,stand",10.0,win,False,False,random-dfs,fixed,-0.473,1.0,0.003,216,4.154
24,1,"6,2,10","7,9,3","hit,stand",10.0,lose,False,False,random-dfs,fixed,-0.473,2.0,0.006,216,4.154
24,1,"6,2,10","7,9,3","double,stand",20.0,lose,False,False,random-dfs,fixed,-0.473,2.0,0.006,216,4.154
25,1,"10,3,4","J,5,6","double,stand",20.0,lose,False,False,random-dfs,fixed,0.0,2.0,0.006,212,4.077
25,1,"10,3","J,5,4",stand,10.0,lose,False,False,random-dfs,fixed,0.0,1.0,0.003,212,4.077
25,1,"10,3,4","J,5,6","hit,stand",10.0,lose,False,False,random-dfs,fixed,0.0,2.0,0.006,212,4.077
25,1,"10,3,4,6","J,5,J","hit,hit",10.0,lose,False,True,random-dfs,fixed,0.0,1.0,0.003,212,4.077
26,1,"4,6,2,K","J,6,3","hit,hit",10.0,lose,False,True,random-dfs,fixed,0.0,3.0,0.01,208,4.0
26,1,"4,6,2","J,6,K","hit,stand",10.0,win,False,False,random-dfs,fixed,0.0,2.0,0.006,208,4.0
26,1,"4,6","J,6,2",stand,10.0,lose,False,False,random-dfs,fixed,0.0,3.0,0.01,208,4.0
26,1,"4,6,2","J,6,K","double,stand",20.0,win,False,False,random-dfs,fixed,0.0,2.0,0.006,208,4.0
27,1,"2,K,2","3,7,A","double,stand",20.0,lose,False,False,random-dfs,fixed,0.5,1.0,0.003,204,3.923
27,1,"2,K","3,7,2,A,7",stand,10.0,lose,False,False,random-dfs,fixed,0.5,1.0,0.003,204,3.923
27,1,"2,K,2","3,7,A","hit,stand",10.0,lose,False,False,random-dfs,fixed,0.5,1.0,0.003,204,3.923
27,1,"2,K,2,A","3,7,7","hit,hit,stand",10.0,lose,False,False,random-dfs,fixed,0.5,1.0,0.003,204,3.923
27,1,"2,K,2,A,7","3,7,J","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,0.5,0.0,0.0,204,3.923
28,1,"2,A","7,J",stand,10.0,lose,False,False,random-dfs,fixed,0.765,-1.0,-0.003,200,3.846
28,1,"2,A,Q,Q","7,J","hit,hit",10.0,lose,False,True,random-dfs,fixed,0.765,-3.0,-0.01,200,3.846
28,1,"2,A,Q","7,J","hit,stand",10.0,lose,False,False,random-dfs,fixed,0.765,-2.0,-0.006,200,3.846
28,1,"2,A,Q","7,J","double,stand",20.0,lose,False,False,random-dfs,fixed,0.765,-2.0,-0.006,200,3.846
29,1,"Q,Q","3,6,9",stand,10.0,win,False,False,random-dfs,fixed,0.52,0.0,0.0,196,3.769
29,1,"Q,Q,9","3,6,6,Q","double,stand",20.0,lose,False,True,random-dfs,fixed,0.52,0.0,0.0,196,3.769
29,1,"Q,Q,9","3,6,6,Q",hit,10.0,lose,False,True,random-dfs,fixed,0.52,0.0,0.0,196,3.769
30,1,"9,6,A","Q,9","double,stand",20.0,lose,False,False,random-dfs,fixed,0.531,-1.0,-0.003,192,3.692
30,1,"9,6,A","Q,9","hit,stand",10.0,lose,False,False,random-dfs,fixed,0.531,-1.0,-0.003,192,3.692
30,1,"9,6,A,3,7","Q,9","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,0.531,0.0,0.0,192,3.692
30,1,"9,6,A,3","Q,9","hit,hit,stand",10.0,push,False,False,random-dfs,fixed,0.531,0.0,0.0,192,3.692
30,1,"9,6","Q,9",stand,10.0,lose,False,False,random-dfs,fixed,0.531,0.0,0.0,192,3.692
31,1,"A,3,A","7,Q","hit,stand",10.0,lose,False,False,random-dfs,fixed,0.542,-2.0,-0.006,188,3.615
31,1,"A,3,A,2","7,Q","hit,hit,stand",10.0,push,False,False,random-dfs,fixed,0.542,-1.0,-0.003,188,3.615
31,1,"A,3,A,2,3","7,Q","hit,hit,hit,stand",10.0,win,False,False,random-dfs,fixed,0.542,0.0,0.0,188,3.615
31,1,"A,3,A,2,3,4,7","7,Q","hit,hit,hit,hit,hit,stand",10.0,win,False,False,random-dfs,fixed,0.542,1.0,0.003,188,3.615
31,1,"A,3,A,2,3,4","7,Q","hit,hit,hit,hit,stand",10.0,lose,False,False,random-dfs,fixed,0.542,1.0,0.003,188,3.615
31,1,"A,3","7,Q",stand,10.0,lose,False,False,random-dfs,fixed,0.542,-1.0,-0.003,188,3.615
31,1,"A,3,A","7,Q","double,stand",20.0,lose,False,False,random-dfs,fixed,0.542,-2.0,-0.006,188,3.615
32,1,"A,2,7","3,4,6,J","double,stand",20.0,win,False,False,random-dfs,fixed,0.277,2.0,0.006,184,3.538
32,1,"A,2","3,4,7,6",stand,10.0,lose,False,False,random-dfs,fixed,0.277,3.0,0.01,184,3.538
32,1,"A,2,7","3,4,6,J","hit,stand",10.0,win,False,False,random-dfs,fixed,0.277,2.0,0.006,184,3.538
32,1,"A,2,7,6","3,4,J","hit,hit,stand",10.0,lose,False,False,random-dfs,fixed,0.277,2.0,0.006,184,3.538
32,1,"A,2,7,6,J","3,4,A","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,0.277,1.0,0.003,184,3.538
33,1,"7,6,8","J,A","hit,stand",10.0,push,False,False,random-dfs,fixed,0.848,-1.0,-0.003,180,3.462
33,1,"7,6","J,A",stand,10.0,lose,False,False,random-dfs,fixed,0.848,-1.0,-0.003,180,3.462
33,1,"7,6,8","J,A","double,stand",20.0,push,False,False,random-dfs,fixed,0.848,-1.0,-0.003,180,3.462
34,1,"8,J,Q","J,K",hit,10.0,lose,False,True,random-dfs,fixed,0.578,-4.0,-0.013,176,3.385
34,1,"8,J,Q","J,K","double,stand",20.0,lose,False,True,random-dfs,fixed,0.578,-4.0,-0.013,176,3.385
34,1,"8,J","J,K",stand,10.0,lose,False,False,random-dfs,fixed,0.578,-3.0,-0.01,176,3.385
35,1,"Q,10,10","9,5,A,6","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.295,-2.0,-0.006,172,3.308
35,1,"Q,10,10","9,5,A,6",hit,10.0,lose,False,True,random-dfs,fixed,-0.295,-2.0,-0.006,172,3.308
35,1,"Q,10","9,5,10",stand,10.0,win,False,False,random-dfs,fixed,-0.295,-2.0,-0.006,172,3.308
36,1,"10,A","6,2,6,A,A,8",stand,10.0,win,True,False,random-dfs,fixed,-0.605,-1.0,-0.003,168,3.231
37,1,"6,A","A,8",stand,10.0,lose,False,False,random-dfs,fixed,-0.619,-1.0,-0.003,164,3.154
37,1,"6,A,2","A,8","double,stand",20.0,push,False,False,random-dfs,fixed,-0.619,0.0,0.0,164,3.154
37,1,"6,A,2,4","A,8","hit,hit,stand",10.0,lose,False,False,random-dfs,fixed,-0.619,1.0,0.003,164,3.154
37,1,"6,A,2,4,K","A,8","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,-0.619,0.0,0.0,164,3.154
37,1,"6,A,2","A,8","hit,stand",10.0,push,False,False,random-dfs,fixed,-0.619,0.0,0.0,164,3.154
38,1,"2,4,4,3,K","K,A","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,-0.951,1.0,0.003,160,3.077
38,1,"2,4,4,3","K,A","hit,hit,stand",10.0,lose,False,False,random-dfs,fixed,-0.951,2.0,0.006,160,3.077
38,1,"2,4,4","K,A","hit,stand",10.0,lose,False,False,random-dfs,fixed,-0.951,1.0,0.003,160,3.077
38,1,"2,4,4","K,A","double,stand",20.0,lose,False,False,random-dfs,fixed,-0.951,1.0,0.003,160,3.077
38,1,"2,4","K,A",stand,10.0,lose,False,False,random-dfs,fixed,-0.951,0.0,0.0,160,3.077
39,1,"4,3,J","K,J","hit,stand",10.0,lose,False,False,random-dfs,fixed,-0.975,-1.0,-0.003,156,3.0
39,1,"4,3,J,5","K,J","hit,hit",10.0,lose,False,True,random-dfs,fixed,-0.975,0.0,0.0,156,3.0
39,1,"4,3,J","K,J","double,stand",20.0,lose,False,False,random-dfs,fixed,-0.975,-1.0,-0.003,156,3.0
39,1,"4,3","K,J",stand,10.0,lose,False,False,random-dfs,fixed,-0.975,0.0,0.0,156,3.0
40,1,"J,5,4,A","K,A","hit,hit,stand",10.0,lose,False,False,random-dfs,fixed,-1.0,-2.0,-0.006,152,2.923
40,1,"J,5,4,A,J","K,A","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,-1.0,-3.0,-0.01,152,2.923
40,1,"J,5,4","K,A","hit,stand",10.0,lose,False,False,random-dfs,fixed,-1.0,-1.0,-0.003,152,2.923
40,1,"J,5,4","K,A","double,stand",20.0,lose,False,False,random-dfs,fixed,-1.0,-1.0,-0.003,152,2.923
40,1,"J,5","K,A",stand,10.0,lose,False,False,random-dfs,fixed,-1.0,-2.0,-0.006,152,2.923
41,1,"4,A,K","J,2,J","hit,stand",10.0,win,False,False,random-dfs,fixed,-1.711,-2.0,-0.006,148,2.846
41,1,"4,A,K,J","J,2,9","hit,hit",10.0,lose,False,True,random-dfs,fixed,-1.711,-2.0,-0.006,148,2.846
41,1,"4,A,K","J,2,J","double,stand",20.0,win,False,False,random-dfs,fixed,-1.711,-2.0,-0.006,148,2.846
41,1,"4,A","J,2,K",stand,10.0,win,False,False,random-dfs,fixed,-1.711,-1.0,-0.003,148,2.846
42,1,"K,J","9,4,A,A,2",stand,10.0,win,False,False,random-dfs,fixed,-1.757,-2.0,-0.006,144,2.769
42,1,"K,J,A","9,4,A,2,8","hit,stand",10.0,win,False,False,random-dfs,fixed,-1.757,-2.0,-0.006,144,2.769
42,1,"K,J,A","9,4,A,2,8","double,stand",20.0,win,False,False,random-dfs,fixed,-1.757,-2.0,-0.006,144,2.769
43,1,"A,A,A","2,8,9","double,stand",20.0,lose,False,False,random-dfs,fixed,-2.167,-2.0,-0.006,140,2.692
43,1,"A,A,A","2,8,9","hit,stand",10.0,lose,False,False,random-dfs,fixed,-2.167,-2.0,-0.006,140,2.692
43,1,"A,A,A,9,5","2,8,8","hit,hit,hit,stand",10.0,lose,False,False,random-dfs,fixed,-2.167,-1.0,-0.003,140,2.692
43,1,"A,A,A,9,5,8","2,8,9","hit,hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,-2.167,-1.0,-0.003,140,2.692
43,1,"A,A,A,9","2,8,5,8","hit,hit,stand",10.0,win,False,False,random-dfs,fixed,-2.167,-1.0,-0.003,140,2.692
43,1,"A,A","2,8,A",stand,10.0,lose,False,False,random-dfs,fixed,-2.167,-2.0,-0.006,140,2.692
44,1,"A,9,9","5,8,8","hit,stand",10.0,lose,False,False,random-dfs,fixed,-2.6,0.0,0.0,136,2.615
44,1,"A,9,9,8","5,8,2,2","hit,hit",10.0,lose,False,True,random-dfs,fixed,-2.6,2.0,0.006,136,2.615
44,1,"A,9,9","5,8,8","double,stand",20.0,lose,False,False,random-dfs,fixed,-2.6,0.0,0.0,136,2.615
44,1,"A,9","5,8,9",stand,10.0,win,False,False,random-dfs,fixed,-2.6,0.0,0.0,136,2.615
45,1,"9,8,8","2,2,A,7,7",hit,10.0,lose,False,True,random-dfs,fixed,-2.676,1.0,0.003,132,2.538
45,1,"9,8","2,2,8,A,7",stand,10.0,lose,False,False,random-dfs,fixed,-2.676,1.0,0.003,132,2.538
45,1,"9,8,8","2,2,A,7,7","double,stand",20.0,lose,False,True,random-dfs,fixed,-2.676,1.0,0.003,132,2.538
46,1,"8,A,7","7,7,7","double,stand",20.0,lose,False,False,random-dfs,fixed,-1.97,-1.0,-0.003,128,2.462
46,1,"8,A,7,7","7,7,Q","hit,hit",10.0,lose,False,True,random-dfs,fixed,-1.97,-2.0,-0.006,128,2.462
46,1,"8,A,7","7,7,7","hit,stand",10.0,lose,False,False,random-dfs,fixed,-1.97,-1.0,-0.003,128,2.462
46,1,"8,A","7,7,7",stand,10.0,lose,False,False,random-dfs,fixed,-1.97,-1.0,-0.003,128,2.462
47,1,"7,7,9","Q,J",hit,10.0,lose,False,True,random-dfs,fixed,-2.438,-2.0,-0.006,124,2.385
47,1,"7,7,9","Q,J","double,stand",20.0,lose,False,True,random-dfs,fixed,-2.438,-2.0,-0.006,124,2.385
47,1,"7,7","Q,J",stand,10.0,lose,False,False,random-dfs,fixed,-2.438,-2.0,-0.006,124,2.385
48,1,"9,K,7","J,K","double,stand",20.0,lose,False,True,random-dfs,fixed,-3.355,-3.0,-0.01,120,2.308
48,1,"9,K","J,K",stand,10.0,lose,False,False,random-dfs,fixed,-3.355,-3.0,-0.01,120,2.308
48,1,"9,K,7","J,K",hit,10.0,lose,False,True,random-dfs,fixed,-3.355,-3.0,-0.01,120,2.308
49,1,"7,4","4,10,6",stand,10.0,lose,False,False,random-dfs,fixed,-4.767,2.0,0.006,116,2.231
49,1,"7,4,6,J","4,10,2,7","hit,hit",10.0,lose,False,True,random-dfs,fixed,-4.767,2.0,0.006,116,2.231
49,1,"7,4,6","4,10,J","hit,stand",10.0,win,False,False,random-dfs,fixed,-4.767,1.0,0.003,116,2.231
49,1,"7,4,6","4,10,J","double,stand",20.0,win,False,False,random-dfs,fixed,-4.767,1.0,0.003,116,2.231
50,1,"6,J","2,7,9",stand,10.0,lose,False,False,random-dfs,fixed,-4.483,1.0,0.003,112,2.154
50,1,"6,J,9","2,7,5,6","double,stand",20.0,lose,False,True,random-dfs,fixed,-4.483,3.0,0.01,112,2.154
50,1,"6,J,9","2,7,5,6",hit,10.0,lose,False,True,random-dfs,fixed,-4.483,3.0,0.01,112,2.154
51,1,"9,5,6","6,9,2","double,stand",20.0,win,False,False,random-dfs,fixed,-4.179,4.0,0.013,108,2.077
51,1,"9,5","6,9,6",stand,10.0,lose,False,False,random-dfs,fixed,-4.179,3.0,0.01,108,2.077
51,1,"9,5,6","6,9,2","hit,stand",10.0,win,False,False,random-dfs,fixed,-4.179,4.0,0.013,108,2.077
51,1,"9,5,6,2","6,9,K","hit,hit",10.0,lose,False,True,random-dfs,fixed,-4.179,3.0,0.01,108,2.077
52,1,"6,2,4","K,5,8","hit,stand",10.0,win,False,False,random-dfs,fixed,-3.37,3.0,0.01,104,2.0
52,1,"6,2,4,8,Q","K,5,5","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,-3.37,3.0,0.01,104,2.0
52,1,"6,2,4,8","K,5,Q","hit,hit,stand",10.0,win,False,False,random-dfs,fixed,-3.37,2.0,0.006,104,2.0
52,1,"6,2,4","K,5,8","double,stand",20.0,win,False,False,random-dfs,fixed,-3.37,3.0,0.01,104,2.0
52,1,"6,2","K,5,4",stand,10.0,lose,False,False,random-dfs,fixed,-3.37,3.0,0.01,104,2.0
53,1,"4,8","Q,5,5",stand,10.0,lose,False,False,random-dfs,fixed,-2.5,2.0,0.006,100,1.923
53,1,"4,8,5","Q,5,2","hit,stand",10.0,push,False,False,random-dfs,fixed,-2.5,3.0,0.01,100,1.923
53,1,"4,8,5,2","Q,5,J","hit,hit,stand",10.0,win,False,False,random-dfs,fixed,-2.5,2.0,0.006,100,1.923
53,1,"4,8,5,2,J","Q,5,2","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,-2.5,3.0,0.01,100,1.923
53,1,"4,8,5","Q,5,2","double,stand",20.0,push,False,False,random-dfs,fixed,-2.5,3.0,0.01,100,1.923
54,1,"5,2,2,6,3,10","J,2,K","hit,hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,-2.08,3.0,0.01,96,1.846
54,1,"5,2,2,6,3","J,2,10","hit,hit,hit,stand",10.0,win,False,False,random-dfs,fixed,-2.08,4.0,0.013,96,1.846
54,1,"5,2,2,6","J,2,3,10","hit,hit,stand",10.0,win,False,False,random-dfs,fixed,-2.08,4.0,0.013,96,1.846
54,1,"5,2,2","J,2,6","hit,stand",10.0,lose,False,False,random-dfs,fixed,-2.08,4.0,0.013,96,1.846
54,1,"5,2,2","J,2,6","double,stand",20.0,lose,False,False,random-dfs,fixed,-2.08,4.0,0.013,96,1.846
54,1,"5,2","J,2,2,6",stand,10.0,lose,False,False,random-dfs,fixed,-2.08,4.0,0.013,96,1.846
55,1,"2,6","3,10,K",stand,10.0,win,False,False,random-dfs,fixed,-1.083,1.0,0.003,92,1.769
55,1,"2,6,K,5","3,10,K","hit,hit",10.0,lose,False,True,random-dfs,fixed,-1.083,1.0,0.003,92,1.769
55,1,"2,6,K","3,10,5","hit,stand",10.0,push,False,False,random-dfs,fixed,-1.083,2.0,0.006,92,1.769
55,1,"2,6,K","3,10,5","double,stand",20.0,push,False,False,random-dfs,fixed,-1.083,2.0,0.006,92,1.769
56,1,"K,5,Q","K,7","double,stand",20.0,lose,False,True,random-dfs,fixed,0.0,-2.0,-0.006,88,1.692
56,1,"K,5","K,7",stand,10.0,lose,False,False,random-dfs,fixed,0.0,-1.0,-0.003,88,1.692
56,1,"K,5,Q","K,7",hit,10.0,lose,False,True,random-dfs,fixed,0.0,-2.0,-0.006,88,1.692
57,1,"Q,5","9,6,10",stand,10.0,win,False,False,random-dfs,fixed,-0.591,0.0,0.0,84,1.615
57,1,"Q,5,10","9,6,6","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.591,1.0,0.003,84,1.615
57,1,"Q,5,10","9,6,6",hit,10.0,lose,False,True,random-dfs,fixed,-0.591,1.0,0.003,84,1.615
58,1,"10,6,8","9,5,7","double,stand",20.0,lose,False,True,random-dfs,fixed,0.0,1.0,0.003,80,1.538
58,1,"10,6,8","9,5,7",hit,10.0,lose,False,True,random-dfs,fixed,0.0,1.0,0.003,80,1.538
58,1,"10,6","9,5,8",stand,10.0,win,False,False,random-dfs,fixed,0.0,1.0,0.003,80,1.538
59,1,"8,7,10","K,10",hit,10.0,lose,False,True,random-dfs,fixed,0.65,-3.0,-0.01,76,1.462
59,1,"8,7,10","K,10","double,stand",20.0,lose,False,True,random-dfs,fixed,0.65,-3.0,-0.01,76,1.462
59,1,"8,7","K,10",stand,10.0,lose,False,False,random-dfs,fixed,0.65,-2.0,-0.006,76,1.462
60,1,"Q,9","9,6,3",stand,10.0,win,False,False,random-dfs,fixed,0.0,1.0,0.003,308,5.923
