round_id,hand_number,player_cards,dealer_cards,actions,bet_amount,final_result,blackjack,busted,strategy_used,bet_mode,true_count_prev_round,running_count_end,true_count_end,cards_remaining,decks_remaining
133,1,"2,8","2,J,A,5",stand,10.0,lose,False,False,random-dfs,fixed,-1.625,1.0,0.003,252,4.846
133,1,"2,8,A","2,J,5","double,stand",20.0,win,False,False,random-dfs,fixed,-1.625,1.0,0.003,252,4.846
133,1,"2,8,A","2,J,5","hit,stand",10.0,win,False,False,random-dfs,fixed,-1.625,1.0,0.003,252,4.846
134,1,"A,5,6","K,5,4","hit,stand",10.0,lose,False,False,random-dfs,fixed,-1.444,2.0,0.006,248,4.769
134,1,"A,5,6,4,4","K,5,K","hit,hit,hit,stand",10.0,win,False,False,random-dfs,fixed,-1.444,2.0,0.006,248,4.769
134,1,"A,5,6,4,4,K","K,5,6","hit,hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,-1.444,3.0,0.01,248,4.769
134,1,"A,5,6,4","K,5,4","hit,hit,stand",10.0,lose,False,False,random-dfs,fixed,-1.444,3.0,0.01,248,4.769
134,1,"A,5","K,5,6",stand,10.0,lose,False,False,random-dfs,fixed,-1.444,1.0,0.003,248,4.769
134,1,"A,5,6","K,5,4","double,stand",20.0,lose,False,False,random-dfs,fixed,-1.444,2.0,0.006,248,4.769
135,1,"6,4,6","4,K,8","double,stand",20.0,win,False,False,random-dfs,fixed,-1.468,3.0,0.01,244,4.692
135,1,"6,4,6","4,K,8","hit,stand",10.0,win,False,False,random-dfs,fixed,-1.468,3.0,0.01,244,4.692
135,1,"6,4,6,8","4,K,9","hit,hit",10.0,lose,False,True,random-dfs,fixed,-1.468,3.0,0.01,244,4.692
135,1,"6,4","4,K,6",stand,10.0,lose,False,False,random-dfs,fixed,-1.468,3.0,0.01,244,4.692
136,1,"6,8,Q","9,6,Q",hit,10.0,lose,False,True,random-dfs,fixed,-1.066,0.0,0.0,240,4.615
136,1,"6,8,Q","9,6,Q","double,stand",20.0,lose,False,True,random-dfs,fixed,-1.066,0.0,0.0,240,4.615
136,1,"6,8","9,6,Q",stand,10.0,win,False,False,random-dfs,fixed,-1.066,1.0,0.003,240,4.615
137,1,"Q,Q","6,6,10",stand,10.0,win,False,False,random-dfs,fixed,-0.65,-1.0,-0.003,236,4.538
137,1,"Q,Q,10","6,6,K",hit,10.0,lose,False,True,random-dfs,fixed,-0.65,-2.0,-0.006,236,4.538
137,1,"Q,Q,10","6,6,K","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.65,-2.0,-0.006,236,4.538
138,1,"10,K","6,8,10",stand,10.0,win,False,False,random-dfs,fixed,-0.661,-2.0,-0.006,232,4.462
138,1,"10,K,10","6,8,Q",hit,10.0,lose,False,True,random-dfs,fixed,-0.661,-3.0,-0.01,232,4.462
138,1,"10,K,10","6,8,Q","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.661,-3.0,-0.01,232,4.462
139,1,"10,Q,Q","4,7,10","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.897,-3.0,-0.01,228,4.385
139,1,"10,Q,Q","4,7,10",hit,10.0,lose,False,True,random-dfs,fixed,-0.897,-3.0,-0.01,228,4.385
139,1,"10,Q","4,7,Q",stand,10.0,lose,False,False,random-dfs,fixed,-0.897,-2.0,-0.006,228,4.385
140,1,"Q,10,5","8,A","double,stand",20.0,lose,False,True,random-dfs,fixed,-1.14,-2.0,-0.006,224,4.308
140,1,"Q,10,5","8,A",hit,10.0,lose,False,True,random-dfs,fixed,-1.14,-2.0,-0.006,224,4.308
140,1,"Q,10","8,A",stand,10.0,win,False,False,random-dfs,fixed,-1.14,-3.0,-0.01,224,4.308
141,1,"5,6,6","5,A,8,2,6","hit,stand",10.0,win,False,False,random-dfs,fixed,-1.857,5.0,0.016,220,4.231
141,1,"5,6,6,8","5,A,2","hit,hit",10.0,lose,False,True,random-dfs,fixed,-1.857,4.0,0.013,220,4.231
141,1,"5,6","5,A,6,8",stand,10.0,lose,False,False,random-dfs,fixed,-1.857,3.0,0.01,220,4.231
141,1,"5,6,6","5,A,8,2,6","double,stand",20.0,win,False,False,random-dfs,fixed,-1.857,5.0,0.016,220,4.231
142,1,"6,8,9","2,6,6,5",hit,10.0,lose,False,True,random-dfs,fixed,-1.418,5.0,0.016,216,4.154
142,1,"6,8","2,6,9",stand,10.0,lose,False,False,random-dfs,fixed,-1.418,3.0,0.01,216,4.154
142,1,"6,8,9","2,6,6,5","double,stand",20.0,lose,False,True,random-dfs,fixed,-1.418,5.0,0.016,216,4.154
143,1,"9,6,10","5,A,K,3","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.722,0.0,0.0,212,4.077
143,1,"9,6,10","5,A,K,3",hit,10.0,lose,False,True,random-dfs,fixed,-0.722,0.0,0.0,212,4.077
143,1,"9,6","5,A,10,K",stand,10.0,win,False,False,random-dfs,fixed,-0.722,-1.0,-0.003,212,4.077
144,1,"10,K,A","3,9,3,9","double,stand",20.0,win,False,False,random-dfs,fixed,-0.491,-1.0,-0.003,208,4.0
144,1,"10,K","3,9,A,3,9",stand,10.0,win,False,False,random-dfs,fixed,-0.491,-1.0,-0.003,208,4.0
144,1,"10,K,A","3,9,3,9","hit,stand",10.0,win,False,False,random-dfs,fixed,-0.491,-1.0,-0.003,208,4.0
145,1,"A,3,4","9,10","double,stand",20.0,lose,False,False,random-dfs,fixed,-0.75,0.0,0.0,204,3.923
145,1,"A,3,4","9,10","hit,stand",10.0,lose,False,False,random-dfs,fixed,-0.75,0.0,0.0,204,3.923
145,1,"A,3,4,10","9,10","hit,hit,stand",10.0,lose,False,False,random-dfs,fixed,-0.75,-1.0,-0.003,204,3.923
145,1,"A,3,4,10,6","9,10","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,-0.75,0.0,0.0,204,3.923
145,1,"A,3","9,10",stand,10.0,lose,False,False,random-dfs,fixed,-0.75,-1.0,-0.003,204,3.923
146,1,"4,10,10","6,9,2",hit,10.0,lose,False,True,random-dfs,fixed,-1.02,1.0,0.003,200,3.846
146,1,"4,10","6,9,10",stand,10.0,win,False,False,random-dfs,fixed,-1.02,0.0,0.0,200,3.846
146,1,"4,10,10","6,9,2","double,stand",20.0,lose,False,True,random-dfs,fixed,-1.02,1.0,0.003,200,3.846
147,1,"10,2,Q","K,K",hit,10.0,lose,False,True,random-dfs,fixed,-0.78,-3.0,-0.01,196,3.769
147,1,"10,2,Q","K,K","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.78,-3.0,-0.01,196,3.769
147,1,"10,2","K,K",stand,10.0,lose,False,False,random-dfs,fixed,-0.78,-2.0,-0.006,196,3.769
148,1,"Q,J,10","6,4,8","double,stand",20.0,lose,False,True,random-dfs,fixed,-1.327,-1.0,-0.003,192,3.692
148,1,"Q,J","6,4,10",stand,10.0,push,False,False,random-dfs,fixed,-1.327,-1.0,-0.003,192,3.692
148,1,"Q,J,10","6,4,8",hit,10.0,lose,False,True,random-dfs,fixed,-1.327,-1.0,-0.003,192,3.692
149,1,"10,8","10,10",stand,10.0,lose,False,False,random-dfs,fixed,-1.354,-3.0,-0.01,188,3.615
149,1,"10,8,5","10,10",hit,10.0,lose,False,True,random-dfs,fixed,-1.354,-2.0,-0.006,188,3.615
149,1,"10,8,5","10,10","double,stand",20.0,lose,False,True,random-dfs,fixed,-1.354,-2.0,-0.006,188,3.615
150,1,"5,J","J,2,8",stand,10.0,lose,False,False,random-dfs,fixed,-2.213,0.0,0.0,184,3.538
150,1,"5,J,8","J,2,J",hit,10.0,lose,False,True,random-dfs,fixed,-2.213,-1.0,-0.003,184,3.538
150,1,"5,J,8","J,2,J","double,stand",20.0,lose,False,True,random-dfs,fixed,-2.213,-1.0,-0.003,184,3.538
151,1,"8,J,7","5,J,8",hit,10.0,lose,False,True,random-dfs,fixed,-2.261,-1.0,-0.003,180,3.462
151,1,"8,J","5,J,7",stand,10.0,win,False,False,random-dfs,fixed,-2.261,-1.0,-0.003,180,3.462
151,1,"8,J,7","5,J,8","double,stand",20.0,lose,False,True,random-dfs,fixed,-2.261,-1.0,-0.003,180,3.462
152,1,"7,8,A","J,5,2","double,stand",20.0,lose,False,False,random-dfs,fixed,-2.6,0.0,0.0,176,3.385
152,1,"7,8","J,5,A,2",stand,10.0,lose,False,False,random-dfs,fixed,-2.6,0.0,0.0,176,3.385
152,1,"7,8,A,2,Q","J,5,6","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,-2.6,0.0,0.0,176,3.385
152,1,"7,8,A,2","J,5,Q","hit,hit,stand",10.0,win,False,False,random-dfs,fixed,-2.6,-1.0,-0.003,176,3.385
152,1,"7,8,A","J,5,2","hit,stand",10.0,lose,False,False,random-dfs,fixed,-2.6,0.0,0.0,176,3.385
153,1,"A,2,2","Q,6,K","double,stand",20.0,win,False,False,random-dfs,fixed,-2.659,0.0,0.0,172,3.308
153,1,"A,2","Q,6,2",stand,10.0,lose,False,False,random-dfs,fixed,-2.659,1.0,0.003,172,3.308
153,1,"A,2,2","Q,6,K","hit,stand",10.0,win,False,False,random-dfs,fixed,-2.659,0.0,0.0,172,3.308
153,1,"A,2,2,K","Q,6,J","hit,hit,stand",10.0,win,False,False,random-dfs,fixed,-2.659,-1.0,-0.003,172,3.308
153,1,"A,2,2,K,J","Q,6,7","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,-2.659,-1.0,-0.003,172,3.308
154,1,"2,K,2,8","J,7","hit,hit",10.0,lose,False,True,random-dfs,fixed,-2.721,0.0,0.0,168,3.231
154,1,"2,K,2","J,7","hit,stand",10.0,lose,False,False,random-dfs,fixed,-2.721,0.0,0.0,168,3.231
154,1,"2,K","J,7",stand,10.0,lose,False,False,random-dfs,fixed,-2.721,-1.0,-0.003,168,3.231
154,1,"2,K,2","J,7","double,stand",20.0,lose,False,False,random-dfs,fixed,-2.721,0.0,0.0,168,3.231
155,1,"2,8","J,9",stand,10.0,lose,False,False,random-dfs,fixed,-3.095,0.0,0.0,164,3.154
155,1,"2,8,Q","J,9","double,stand",20.0,win,False,False,random-dfs,fixed,-3.095,-1.0,-0.003,164,3.154
155,1,"2,8,Q","J,9","hit,stand",10.0,win,False,False,random-dfs,fixed,-3.095,-1.0,-0.003,164,3.154
155,1,"2,8,Q,4","J,9","hit,hit",10.0,lose,False,True,random-dfs,fixed,-3.095,0.0,0.0,164,3.154
156,1,"Q,4","5,4,7,7",stand,10.0,win,False,False,random-dfs,fixed,-3.171,2.0,0.006,160,3.077
156,1,"Q,4,7","5,4,7,K","hit,stand",10.0,win,False,False,random-dfs,fixed,-3.171,1.0,0.003,160,3.077
156,1,"Q,4,7","5,4,7,K","double,stand",20.0,win,False,False,random-dfs,fixed,-3.171,1.0,0.003,160,3.077
157,1,"7,7","K,7",stand,10.0,lose,False,False,random-dfs,fixed,-2.6,-1.0,-0.003,156,3.0
157,1,"7,7,A,7","K,7","hit,hit",10.0,lose,False,True,random-dfs,fixed,-2.6,-2.0,-0.006,156,3.0
157,1,"7,7,A","K,7","hit,stand",10.0,lose,False,False,random-dfs,fixed,-2.6,-2.0,-0.006,156,3.0
157,1,"7,7,A","K,7","double,stand",20.0,lose,False,False,random-dfs,fixed,-2.6,-2.0,-0.006,156,3.0
158,1,"A,7","K,6,9",stand,10.0,win,False,False,random-dfs,fixed,-3.0,-1.0,-0.003,152,2.923
158,1,"A,7,9","K,6,A","double,stand",20.0,push,False,False,random-dfs,fixed,-3.0,-2.0,-0.006,152,2.923
158,1,"A,7,9","K,6,A","hit,stand",10.0,push,False,False,random-dfs,fixed,-3.0,-2.0,-0.006,152,2.923
158,1,"A,7,9,A","K,6,2","hit,hit,stand",10.0,push,False,False,random-dfs,fixed,-3.0,-1.0,-0.003,152,2.923
158,1,"A,7,9,A,2,3","K,6,Q","hit,hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,-3.0,-1.0,-0.003,152,2.923
158,1,"A,7,9,A,2","K,6,3","hit,hit,hit,stand",10.0,win,False,False,random-dfs,fixed,-3.0,0.0,0.0,152,2.923
159,1,"9,A","2,3,Q,3",stand,10.0,win,False,False,random-dfs,fixed,-3.421,1.0,0.003,148,2.846
159,1,"9,A,Q","2,3,3,6,6","double,stand",20.0,push,False,False,random-dfs,fixed,-3.421,3.0,0.01,148,2.846
159,1,"9,A,Q,3","2,3,6,6","hit,hit",10.0,lose,False,True,random-dfs,fixed,-3.421,3.0,0.01,148,2.846
159,1,"9,A,Q","2,3,3,6,6","hit,stand",10.0,push,False,False,random-dfs,fixed,-3.421,3.0,0.01,148,2.846
160,1,"Q,3,4","6,6,3,7","double,stand",20.0,win,False,False,random-dfs,fixed,-3.162,4.0,0.013,144,2.769
160,1,"Q,3","6,6,4,3",stand,10.0,lose,False,False,random-dfs,fixed,-3.162,4.0,0.013,144,2.769
160,1,"Q,3,4","6,6,3,7","hit,stand",10.0,win,False,False,random-dfs,fixed,-3.162,4.0,0.013,144,2.769
160,1,"Q,3,4,3,7","6,6,10","hit,hit,hit",10.0,lose,False,True,random-dfs,fixed,-3.162,3.0,0.01,144,2.769
160,1,"Q,3,4,3","6,6,7","hit,hit,stand",10.0,win,False,False,random-dfs,fixed,-3.162,4.0,0.013,144,2.769
161,1,"4,3,K","7,10","hit,stand",10.0,push,False,False,random-dfs,fixed,-2.528,0.0,0.0,140,2.692
161,1,"4,3,K,J","7,10","hit,hit",10.0,lose,False,True,random-dfs,fixed,-2.528,-1.0,-0.003,140,2.692
161,1,"4,3,K","7,10","double,stand",20.0,push,False,False,random-dfs,fixed,-2.528,0.0,0.0,140,2.692
161,1,"4,3","7,10",stand,10.0,lose,False,False,random-dfs,fixed,-2.528,1.0,0.003,140,2.692
162,1,"K,J,7","6,5,4,7","double,stand",20.0,lose,False,True,random-dfs,fixed,-2.229,1.0,0.003,136,2.615
162,1,"K,J,7","6,5,4,7",hit,10.0,lose,False,True,random-dfs,fixed,-2.229,1.0,0.003,136,2.615
162,1,"K,J","6,5,7",stand,10.0,win,False,False,random-dfs,fixed,-2.229,0.0,0.0,136,2.615
163,1,"7,4,5","7,7,9","hit,stand",10.0,win,False,False,random-dfs,fixed,-2.294,2.0,0.006,132,2.538
163,1,"7,4,5,9","7,7,2,8","hit,hit",10.0,lose,False,True,random-dfs,fixed,-2.294,3.0,0.01,132,2.538
163,1,"7,4,5","7,7,9","double,stand",20.0,win,False,False,random-dfs,fixed,-2.294,2.0,0.006,132,2.538
163,1,"7,4","7,7,5",stand,10.0,lose,False,False,random-dfs,fixed,-2.294,2.0,0.006,132,2.538
164,1,"5,9,2","2,8,J","hit,stand",10.0,lose,False,False,random-dfs,fixed,-1.97,2.0,0.006,128,2.462
164,1,"5,9,2,J","2,8,8","hit,hit",10.0,lose,False,True,random-dfs,fixed,-1.97,2.0,0.006,128,2.462
164,1,"5,9","2,8,2,J",stand,10.0,win,False,False,random-dfs,fixed,-1.97,2.0,0.006,128,2.462
164,1,"5,9,2","2,8,J","double,stand",20.0,lose,False,False,random-dfs,fixed,-1.97,2.0,0.006,128,2.462
165,1,"2,J,5","8,J","double,stand",20.0,lose,False,False,random-dfs,fixed,-1.219,0.0,0.0,124,2.385
165,1,"2,J,5","8,J","hit,stand",10.0,lose,False,False,random-dfs,fixed,-1.219,0.0,0.0,124,2.385
165,1,"2,J,5,5","8,J","hit,hit",10.0,lose,False,True,random-dfs,fixed,-1.219,1.0,0.003,124,2.385
165,1,"2,J","8,J",stand,10.0,lose,False,False,random-dfs,fixed,-1.219,-1.0,-0.003,124,2.385
166,1,"5,5,2","Q,Q","hit,stand",10.0,lose,False,False,random-dfs,fixed,-1.677,1.0,0.003,120,2.308
166,1,"5,5,2,10","Q,Q","hit,hit",10.0,lose,False,True,random-dfs,fixed,-1.677,0.0,0.0,120,2.308
166,1,"5,5","Q,Q",stand,10.0,lose,False,False,random-dfs,fixed,-1.677,0.0,0.0,120,2.308
166,1,"5,5,2","Q,Q","double,stand",20.0,lose,False,False,random-dfs,fixed,-1.677,1.0,0.003,120,2.308
167,1,"2,10,10","5,5,9","double,stand",20.0,lose,False,True,random-dfs,fixed,-1.733,1.0,0.003,116,2.231
167,1,"2,10","5,5,10",stand,10.0,lose,False,False,random-dfs,fixed,-1.733,1.0,0.003,116,2.231
167,1,"2,10,10","5,5,9",hit,10.0,lose,False,True,random-dfs,fixed,-1.733,1.0,0.003,116,2.231
168,1,"10,9","3,K,5",stand,10.0,win,False,False,random-dfs,fixed,-0.897,0.0,0.0,112,2.154
168,1,"10,9,5","3,K,J","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.897,-1.0,-0.003,112,2.154
168,1,"10,9,5","3,K,J",hit,10.0,lose,False,True,random-dfs,fixed,-0.897,-1.0,-0.003,112,2.154
169,1,"5,J,7","Q,5,10","double,stand",20.0,lose,False,True,random-dfs,fixed,-1.393,-1.0,-0.003,108,2.077
169,1,"5,J","Q,5,7",stand,10.0,win,False,False,random-dfs,fixed,-1.393,0.0,0.0,108,2.077
169,1,"5,J,7","Q,5,10",hit,10.0,lose,False,True,random-dfs,fixed,-1.393,-1.0,-0.003,108,2.077
170,1,"7,10,6","7,4,9",hit,10.0,lose,False,True,random-dfs,fixed,-1.444,1.0,0.003,104,2.0
170,1,"7,10","7,4,6",stand,10.0,push,False,False,random-dfs,fixed,-1.444,1.0,0.003,104,2.0
170,1,"7,10,6","7,4,9","double,stand",20.0,lose,False,True,random-dfs,fixed,-1.444,1.0,0.003,104,2.0
171,1,"6,9","3,9,A,10",stand,10.0,win,False,False,random-dfs,fixed,-1.5,0.0,0.0,100,1.923
171,1,"6,9,A","3,9,10","double,stand",20.0,win,False,False,random-dfs,fixed,-1.5,0.0,0.0,100,1.923
171,1,"6,9,A,10","3,9,A,Q","hit,hit",10.0,lose,False,True,random-dfs,fixed,-1.5,-2.0,-0.006,100,1.923
171,1,"6,9,A","3,9,10","hit,stand",10.0,win,False,False,random-dfs,fixed,-1.5,0.0,0.0,100,1.923
172,1,"A,10","A,Q",stand,10.0,push,True,False,random-dfs,fixed,-0.52,-4.0,-0.013,96,1.846
173,1,"3,10,8","K,6,2","hit,stand",10.0,win,False,False,random-dfs,fixed,-2.708,1.0,0.003,92,1.769
173,1,"3,10","K,6,8",stand,10.0,win,False,False,random-dfs,fixed,-2.708,0.0,0.0,92,1.769
173,1,"3,10,8","K,6,2","double,stand",20.0,win,False,False,random-dfs,fixed,-2.708,1.0,0.003,92,1.769
174,1,"8,2","7,9,3",stand,10.0,lose,False,False,random-dfs,fixed,-2.826,2.0,0.006,88,1.692
174,1,"8,2,3","7,9,8","hit,stand",10.0,win,False,False,random-dfs,fixed,-2.826,2.0,0.006,88,1.692
174,1,"8,2,3,8","7,9,J","hit,hit,stand",10.0,win,False,False,random-dfs,fixed,-2.826,1.0,0.003,88,1.692
174,1,"8,2,3","7,9,8","double,stand",20.0,win,False,False,random-dfs,fixed,-2.826,2.0,0.006,88,1.692
175,1,"3,8,K","J,3,4","hit,stand",10.0,win,False,False,random-dfs,fixed,-2.364,1.0,0.003,84,1.615
175,1,"3,8,K","J,3,4","double,stand",20.0,win,False,False,random-dfs,fixed,-2.364,1.0,0.003,84,1.615
175,1,"3,8","J,3,K",stand,10.0,win,False,False,random-dfs,fixed,-2.364,0.0,0.0,84,1.615
176,1,"K,4,J","2,9,Q","double,stand",20.0,lose,False,True,random-dfs,fixed,-1.857,-1.0,-0.003,80,1.538
176,1,"K,4","2,9,J",stand,10.0,lose,False,False,random-dfs,fixed,-1.857,0.0,0.0,80,1.538
176,1,"K,4,J","2,9,Q",hit,10.0,lose,False,True,random-dfs,fixed,-1.857,-1.0,-0.003,80,1.538
177,1,"J,Q,J","A,3,5","double,stand",20.0,lose,False,True,random-dfs,fixed,-1.3,-2.0,-0.006,76,1.462
177,1,"J,Q,J","A,3,5",hit,10.0,lose,False,True,random-dfs,fixed,-1.3,-2.0,-0.006,76,1.462
177,1,"J,Q","A,3,J,5",stand,10.0,win,False,False,random-dfs,fixed,-1.3,-2.0,-0.006,76,1.462
178,1,"5,8,10","5,7,6",hit,10.0,lose,False,True,random-dfs,fixed,0.0,2.0,0.006,308,5.923
178,1,"5,8","5,7,10",stand,10.0,win,False,False,random-dfs,fixed,0.0,1.0,0.003,308,5.923
178,1,"5,8,10","5,7,6","double,stand",20.0,lose,False,True,random-dfs,fixed,0.0,2.0,0.006,308,5.923
179,1,"10,6,9","6,A",hit,10.0,lose,False,True,random-dfs,fixed,0.338,0.0,0.0,304,5.846
179,1,"10,6","6,A",stand,10.0,lose,False,False,random-dfs,fixed,0.338,0.0,0.0,304,5.846
179,1,"10,6,9","6,A","double,stand",20.0,lose,False,True,random-dfs,fixed,0.338,0.0,0.0,304,5.846
180,1,"9,J","7,6,2,6",stand,10.0,lose,False,False,random-dfs,fixed,0.342,2.0,0.006,300,5.769
180,1,"9,J,2","7,6,6","double,stand",20.0,win,False,False,random-dfs,fixed,0.342,2.0,0.006,300,5.769
180,1,"9,J,2","7,6,6","hit,stand",10.0,win,False,False,random-dfs,fixed,0.342,2.0,0.006,300,5.769
181,1,"2,6","5,4,3,10",stand,10.0,win,False,False,random-dfs,fixed,0.347,4.0,0.013,296,5.692
181,1,"2,6,3","5,4,10","hit,stand",10.0,lose,False,False,random-dfs,fixed,0.347,4.0,0.013,296,5.692
181,1,"2,6,3,10","5,4,7,5","hit,hit,stand",10.0,push,False,False,random-dfs,fixed,0.347,5.0,0.016,296,5.692
181,1,"2,6,3","5,4,10","double,stand",20.0,lose,False,False,random-dfs,fixed,0.347,4.0,0.013,296,5.692
182,1,"3,10,8","7,5,9","double,stand",20.0,push,False,False,random-dfs,fixed,1.054,1.0,0.003,292,5.615
182,1,"3,10","7,5,8",stand,10.0,lose,False,False,random-dfs,fixed,1.054,1.0,0.003,292,5.615
182,1,"3,10,8","7,5,9","hit,stand",10.0,push,False,False,random-dfs,fixed,1.054,1.0,0.003,292,5.615
183,1,"8,9,K","10,Q",hit,10.0,lose,False,True,random-dfs,fixed,1.247,-3.0,-0.01,288,5.538
183,1,"8,9,K","10,Q","double,stand",20.0,lose,False,True,random-dfs,fixed,1.247,-3.0,-0.01,288,5.538
183,1,"8,9","10,Q",stand,10.0,lose,False,False,random-dfs,fixed,1.247,-2.0,-0.006,288,5.538
184,1,"K,J","A,9",stand,10.0,push,False,False,random-dfs,fixed,0.903,-3.0,-0.01,284,5.462
184,1,"K,J,3","A,9",hit,10.0,lose,False,True,random-dfs,fixed,0.903,-2.0,-0.006,284,5.462
184,1,"K,J,3","A,9","double,stand",20.0,lose,False,True,random-dfs,fixed,0.903,-2.0,-0.006,284,5.462
185,1,"3,3,K","7,8,J","hit,stand",10.0,win,False,False,random-dfs,fixed,0.366,0.0,0.0,280,5.385
185,1,"3,3,K,J","7,8,Q","hit,hit",10.0,lose,False,True,random-dfs,fixed,0.366,-1.0,-0.003,280,5.385
185,1,"3,3","7,8,K",stand,10.0,win,False,False,random-dfs,fixed,0.366,1.0,0.003,280,5.385
185,1,"3,3,K","7,8,J","double,stand",20.0,win,False,False,random-dfs,fixed,0.366,0.0,0.0,280,5.385
186,1,"K,J,J","Q,9",hit,10.0,lose,False,True,random-dfs,fixed,0.743,-4.0,-0.013,276,5.308
186,1,"K,J,J","Q,9","double,stand",20.0,lose,False,True,random-dfs,fixed,0.743,-4.0,-0.013,276,5.308
186,1,"K,J","Q,9",stand,10.0,win,False,False,random-dfs,fixed,0.743,-3.0,-0.01,276,5.308
187,1,"J,8,6","J,7",hit,10.0,lose,False,True,random-dfs,fixed,0.188,-1.0,-0.003,272,5.231
187,1,"J,8,6","J,7","double,stand",20.0,lose,False,True,random-dfs,fixed,0.188,-1.0,-0.003,272,5.231
187,1,"J,8","J,7",stand,10.0,win,False,False,random-dfs,fixed,0.188,-2.0,-0.006,272,5.231
188,1,"6,A","10,6,4",stand,10.0,lose,False,False,random-dfs,fixed,-0.191,1.0,0.003,268,5.154
188,1,"6,A,4","10,6,Q","double,stand",20.0,win,False,False,random-dfs,fixed,-0.191,0.0,0.0,268,5.154
188,1,"6,A,4","10,6,Q","hit,stand",10.0,win,False,False,random-dfs,fixed,-0.191,0.0,0.0,268,5.154
189,1,"4,Q,8","2,7,10",hit,10.0,lose,False,True,random-dfs,fixed,-0.194,0.0,0.0,264,5.077
189,1,"4,Q,8","2,7,10","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.194,0.0,0.0,264,5.077
189,1,"4,Q","2,7,8",stand,10.0,lose,False,False,random-dfs,fixed,-0.194,1.0,0.003,264,5.077
190,1,"8,10,10","4,J,J",hit,10.0,lose,False,True,random-dfs,fixed,0.0,-3.0,-0.01,260,5.0
190,1,"8,10","4,J,10",stand,10.0,win,False,False,random-dfs,fixed,0.0,-2.0,-0.006,260,5.0
190,1,"8,10,10","4,J,J","double,stand",20.0,lose,False,True,random-dfs,fixed,0.0,-3.0,-0.01,260,5.0
191,1,"10,J,3","2,Q,8",hit,10.0,lose,False,True,random-dfs,fixed,-0.2,-1.0,-0.003,256,4.923
191,1,"10,J","2,Q,3,8",stand,10.0,win,False,False,random-dfs,fixed,-0.2,-1.0,-0.003,256,4.923
191,1,"10,J,3","2,Q,8","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.2,-1.0,-0.003,256,4.923
192,1,"3,8,7","K,9","double,stand",20.0,lose,False,False,random-dfs,fixed,-0.609,0.0,0.0,252,4.846
192,1,"3,8,7","K,9","hit,stand",10.0,lose,False,False,random-dfs,fixed,-0.609,0.0,0.0,252,4.846
192,1,"3,8,7,4","K,9","hit,hit",10.0,lose,False,True,random-dfs,fixed,-0.609,1.0,0.003,252,4.846
192,1,"3,8","K,9",stand,10.0,lose,False,False,random-dfs,fixed,-0.609,0.0,0.0,252,4.846
193,1,"7,4","9,6,J",stand,10.0,win,False,False,random-dfs,fixed,-0.619,1.0,0.003,248,4.769
193,1,"7,4,J","9,6,4","double,stand",20.0,win,False,False,random-dfs,fixed,-0.619,2.0,0.006,248,4.769
193,1,"7,4,J","9,6,4","hit,stand",10.0,win,False,False,random-dfs,fixed,-0.619,2.0,0.006,248,4.769
194,1,"J,4","2,10,8",stand,10.0,lose,False,False,random-dfs,fixed,-0.21,0.0,0.0,244,4.692
194,1,"J,4,8","2,10,9",hit,10.0,lose,False,True,random-dfs,fixed,-0.21,0.0,0.0,244,4.692
194,1,"J,4,8","2,10,9","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.21,0.0,0.0,244,4.692
195,1,"8,9,9","K,4,10",hit,10.0,lose,False,True,random-dfs,fixed,-0.213,-1.0,-0.003,240,4.615
195,1,"8,9","K,4,9",stand,10.0,win,False,False,random-dfs,fixed,-0.213,0.0,0.0,240,4.615
195,1,"8,9,9","K,4,10","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.213,-1.0,-0.003,240,4.615
196,1,"9,10","10,10",stand,10.0,lose,False,False,random-dfs,fixed,-0.217,-3.0,-0.01,236,4.538
196,1,"9,10,9","10,10","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.217,-3.0,-0.01,236,4.538
196,1,"9,10,9","10,10",hit,10.0,lose,False,True,random-dfs,fixed,-0.217,-3.0,-0.01,236,4.538
197,1,"9,J,Q","A,K","double,stand",20.0,lose,False,True,random-dfs,fixed,-0.881,-4.0,-0.013,232,4.462
197,1,"9,J,Q","A,K",hit,10.0,lose,False,True,random-dfs,fixed,-0.881,-4.0,-0.013,232,4.462
197,1,"9,J","A,K",stand,10.0,lose,False,False,random-dfs,fixed,-0.881,-3.0,-0.01,232,4.462
198,1,"Q,9,8","4,10,K","double,stand",20.0,lose,False,True,random-dfs,fixed,-1.569,-2.0,-0.006,228,4.385
